Visitor Lga Name 1,Park Tourism Region,Park,last_yr,this_yr,percent_change
Western Downs Regional,All,Idalia National Park,2,0,-100
Western Downs Regional,All,Imbil State Forest,72,118,63.88888889
Western Downs Regional,All,Inskip Peninsula Recreation Area,"1,747","1,660",-4.979965655
Western Downs Regional,All,Isla Gorge National Park,8,31,287.5
Western Downs Regional,All,Jardine River National Park,46,12,-73.91304348
Western Downs Regional,All,Jimna State Forest,40,20,-50
Western Downs Regional,All,K'gari (Fraser Island) Great Walk,0,6,100
Western Downs Regional,All,K'gari (Fraser Island) Recreation Area,"1,935","1,853",-4.237726098
Western Downs Regional,All,Kalpowar State Forest,6,0,-100
Western Downs Regional,All,Keppel Bay Islands National Park,0,12,100
Western Downs Regional,All,Koombooloomba National Park and Conservation Park,4,0,-100
Western Downs Regional,All,Kroombit Tops National Park,19,29,52.63157895
Western Downs Regional,All,Kutini-Payamu (Iron Range) National Park (CYPAL),78,0,-100
Western Downs Regional,All,Lake Murphy Conservation Park,14,16,14.28571429
Western Downs Regional,All,Lamington National Park,0,2,100
Western Downs Regional,All,Lochern National Park,0,2,100
Western Downs Regional,All,Main Range National Park,77,21,-72.72727273
Western Downs Regional,All,Molle Islands National Park,4,0,-100
Western Downs Regional,All,Moogerah Peaks National Park,4,10,150
Western Downs Regional,All,Mount Barney National Park,5,3,-40
Western Downs Regional,All,Mouth of Baffle Creek Conservation Park,4,8,100
Western Downs Regional,All,Naree Budjong Djara National Park,0,40,100
Western Downs Regional,All,Nuga Nuga National Park,15,20,33.33333333
Western Downs Regional,All,Paluma Range National Park,17,12,-29.41176471
Western Downs Regional,All,Porcupine Gorge National Park,4,19,375
Western Downs Regional,All,Rinyirru (Lakefield) National Park (CYPAL),18,9,-50
Western Downs Regional,All,Russell River National Park,4,0,-100
Western Downs Regional,All,Speewah Conservation Park,0,5,100
Western Downs Regional,All,Springbrook National Park,68,58,-14.70588235
Western Downs Regional,All,Sundown National Park,20,20,0
Western Downs Regional,All,Sunshine Coast Hinterland Great Walk,7,14,100
Western Downs Regional,All,Teerk Roo Ra National Park,1,1,0
Western Downs Regional,All,Tolderodden Conservation Park,17,9,-47.05882353
Western Downs Regional,All,Tuan State Forest,242,212,-12.39669421
Western Downs Regional,All,Tully Gorge National Park,8,7,-12.5
Western Downs Regional,All,Whitsunday Islands National Park,27,4,-85.18518519
Western Downs Regional,All,Wongi State Forest,16,4,-75
Western Downs Regional,All,Wooroonooran National Park,12,2,-83.33333333
Whitehorse City,All,Abergowrie State Forest,8,2,-75
Whitehorse City,All,Amamoor State Forest and Forest Reserve,0,2,100
Whitehorse City,All,Beerburrum and Beerwah State Forests,4,12,200
Whitehorse City,All,Blackdown Tableland National Park,16,3,-81.25
Whitehorse City,All,Bladensburg National Park,3,4,33.33333333
Whitehorse City,All,Boodjamulla (Lawn Hill) National Park,20,12,-40
Whitehorse City,All,Bribie Island Recreation Area,0,10,100
Whitehorse City,All,Bunya Mountains National Park,10,0,-100
Whitehorse City,All,Byfield State Forest,8,8,0
Whitehorse City,All,Cape Hillsborough National Park,4,4,0
Whitehorse City,All,Cape Palmerston National Park,0,5,100
Whitehorse City,All,Carnarvon National Park,12,18,50
Whitehorse City,All,Conondale National Park,0,2,100
Whitehorse City,All,Conway National Park,2,0,-100
Whitehorse City,All,Cooloola Great Walk,2,17,750
Whitehorse City,All,Cooloola Recreation Area,22,15,-31.81818182
Whitehorse City,All,Crows Nest National Park,6,0,-100
Whitehorse City,All,Currawinya National Park,18,6,-66.66666667
Whitehorse City,All,D'Aguilar National Park,4,0,-100
Whitehorse City,All,Daintree National Park,18,0,-100
Whitehorse City,All,Daintree National Park (CYPAL),0,18,100
Whitehorse City,All,Danbulla National Park,9,19,111.1111111
Whitehorse City,All,Davies Creek National Park,20,2,-90
Whitehorse City,All,Deepwater National Park,4,0,-100
Whitehorse City,All,Diamantina National Park,4,14,250
Whitehorse City,All,Eungella National Park,19,2,-89.47368421
Whitehorse City,All,Eurimbula National Park,2,8,300
Whitehorse City,All,Girramay National Park,1,0,-100
Whitehorse City,All,Girraween National Park,6,0,-100
Whitehorse City,All,Girringun National Park,21,0,-100
Whitehorse City,All,Heathlands Resources Reserve,2,0,-100
Whitehorse City,All,Hell Hole Gorge National Park,4,0,-100
Whitehorse City,All,"Hinchinbrook Island NP, Thorsborne Trail",0,49,100
Whitehorse City,All,Idalia National Park,3,0,-100
Whitehorse City,All,Inskip Peninsula Recreation Area,23,51,121.7391304
Whitehorse City,All,Isla Gorge National Park,2,0,-100
Whitehorse City,All,Jardine River National Park,32,18,-43.75
Whitehorse City,All,K'gari (Fraser Island) Recreation Area,265,207,-21.88679245
Whitehorse City,All,Kutini-Payamu (Iron Range) National Park (CYPAL),12,8,-33.33333333
Whitehorse City,All,Lamington National Park,0,1,100
Whitehorse City,All,Main Range National Park,6,0,-100
Whitehorse City,All,Moorrinya National Park,0,2,100
Whitehorse City,All,Mount Barney National Park,1,1,0
Whitehorse City,All,Nuga Nuga National Park,8,0,-100
Whitehorse City,All,Paluma Range National Park,20,4,-80
Whitehorse City,All,Porcupine Gorge National Park,20,8,-60
Whitehorse City,All,Rinyirru (Lakefield) National Park (CYPAL),4,8,100
Whitehorse City,All,Speewah Conservation Park,0,14,100
Whitehorse City,All,Springbrook National Park,2,1,-50
Whitehorse City,All,Tully Gorge National Park,2,0,-100
Whitehorse City,All,Welford National Park,4,0,-100
Whitehorse City,All,Whitsunday Islands National Park,22,24,9.090909091
Whitehorse City,All,Wooroonooran National Park,11,8,-27.27272727
Whitsunday Regional,All,Abergowrie State Forest,135,71,-47.40740741
Whitsunday Regional,All,Amamoor State Forest and Forest Reserve,87,6,-93.10344828
Whitsunday Regional,All,Blackdown Tableland National Park,3,6,100
Whitsunday Regional,All,Boodjamulla (Lawn Hill) National Park,2,0,-100
Whitsunday Regional,All,Bowling Green Bay National Park,14,17,21.42857143
Whitsunday Regional,All,Bunya Mountains National Park,4,0,-100
Whitsunday Regional,All,Byfield State Forest,0,8,100
Whitsunday Regional,All,Cape Hillsborough National Park,10,11,10
Whitsunday Regional,All,Cape Melville National Park (CYPAL),0,33,100
Whitsunday Regional,All,Cape Palmerston National Park,7,7,0
Whitsunday Regional,All,Cathu State Forest,14,2,-85.71428571
Whitsunday Regional,All,Conway Circuit,1,0,-100
Whitsunday Regional,All,Conway National Park,0,2,100
Whitsunday Regional,All,Cooloola Recreation Area,4,60,1400
Whitsunday Regional,All,Crediton State Forest,0,4,100
Whitsunday Regional,All,Daintree National Park,2,0,-100
Whitsunday Regional,All,Dalrymple National Park,27,1,-96.2962963
Whitsunday Regional,All,Danbulla National Park,66,120,81.81818182
Whitsunday Regional,All,Davies Creek National Park,2,0,-100
Whitsunday Regional,All,Dinden National Park,2,1,-50
Whitsunday Regional,All,Eungella National Park,2,14,600
Whitsunday Regional,All,Eurimbula National Park,2,0,-100
Whitsunday Regional,All,Girramay National Park,36,19,-47.22222222
Whitsunday Regional,All,Girringun National Park,50,11,-78
Whitsunday Regional,All,Gloucester Islands National Park,0,4,100
Whitsunday Regional,All,Heathlands Resources Reserve,4,0,-100
Whitsunday Regional,All,Hinchinbrook Island National Park,3,14,366.6666667
Whitsunday Regional,All,"Hinchinbrook Island NP, Thorsborne Trail",0,6,100
Whitsunday Regional,All,Imbil State Forest,2,0,-100
Whitsunday Regional,All,Inskip Peninsula Recreation Area,192,3,-98.4375
Whitsunday Regional,All,Jardine River National Park,42,60,42.85714286
Whitsunday Regional,All,K'gari (Fraser Island) Recreation Area,122,152,24.59016393
Whitsunday Regional,All,Koombooloomba National Park and Conservation Park,15,15,0
Whitsunday Regional,All,Kroombit Tops National Park,0,8,100
Whitsunday Regional,All,Kutini-Payamu (Iron Range) National Park (CYPAL),8,24,200
Whitsunday Regional,All,Molle Islands National Park,0,12,100
Whitsunday Regional,All,Moorrinya National Park,8,2,-75
Whitsunday Regional,All,Paluma Range National Park,115,67,-41.73913043
Whitsunday Regional,All,Porcupine Gorge National Park,29,39,34.48275862
Whitsunday Regional,All,Rinyirru (Lakefield) National Park (CYPAL),5,1,-80
Whitsunday Regional,All,Russell River National Park,0,24,100
Whitsunday Regional,All,Tuan State Forest,58,10,-82.75862069
Whitsunday Regional,All,Tully Gorge National Park,12,0,-100
Whitsunday Regional,All,Welford National Park,0,4,100
Whitsunday Regional,All,White Mountains National Park,2,2,0
Whitsunday Regional,All,Whitsunday Islands National Park,12,6,-50
Whitsunday Regional,All,Wooroonooran National Park,6,0,-100
Whitsunday Regional,All,"Wooroonooran NP, Bartle Frere trail",0,2,100
Whittlesea City,All,Amamoor State Forest and Forest Reserve,0,2,100
Whittlesea City,All,Auburn River National Park,0,2,100
Whittlesea City,All,Beerburrum and Beerwah State Forests,0,8,100
Whittlesea City,All,Bribie Island Recreation Area,9,0,-100
Whittlesea City,All,Burrum Coast National Park,0,2,100
Whittlesea City,All,Cooloola Recreation Area,0,30,100
Whittlesea City,All,Curtis Island National Park and Conservation Park,4,0,-100
Whittlesea City,All,Daintree National Park (CYPAL),0,4,100
Whittlesea City,All,Danbulla National Park,5,3,-40
Whittlesea City,All,Girraween National Park,0,2,100
Whittlesea City,All,Heathlands Resources Reserve,4,0,-100
Whittlesea City,All,Inskip Peninsula Recreation Area,33,28,-15.15151515
Whittlesea City,All,Jardine River National Park,0,24,100
Whittlesea City,All,K'gari (Fraser Island) Recreation Area,303,604,99.33993399
Whittlesea City,All,Kutini-Payamu (Iron Range) National Park (CYPAL),5,21,320
Whittlesea City,All,Lochern National Park,2,0,-100
Whittlesea City,All,Molle Islands National Park,0,8,100
Whittlesea City,All,Rinyirru (Lakefield) National Park (CYPAL),6,18,200
Whittlesea City,All,Welford National Park,2,0,-100
Whittlesea City,All,Whitsunday Islands National Park,0,3,100
Whittlesea City,All,Wooroonooran National Park,0,2,100
Wingecarribee Shire Council,All,Abergowrie State Forest,0,5,100
Wingecarribee Shire Council,All,Amamoor State Forest and Forest Reserve,0,7,100
Wingecarribee Shire Council,All,Beerburrum and Beerwah State Forests,16,21,31.25
Wingecarribee Shire Council,All,Blackdown Tableland National Park,9,14,55.55555556
Wingecarribee Shire Council,All,Bladensburg National Park,8,0,-100
Wingecarribee Shire Council,All,Boodjamulla (Lawn Hill) National Park,38,10,-73.68421053
Wingecarribee Shire Council,All,Bribie Island Recreation Area,5,11,120
Wingecarribee Shire Council,All,Brooyar State Forest,4,10,150
Wingecarribee Shire Council,All,Bunya Mountains National Park,15,16,6.666666667
Wingecarribee Shire Council,All,Burrum Coast National Park,12,18,50
Wingecarribee Shire Council,All,Byfield Conservation Park,4,0,-100
Wingecarribee Shire Council,All,Byfield National Park,1,2,100
Wingecarribee Shire Council,All,Byfield State Forest,8,9,12.5
Wingecarribee Shire Council,All,Canyon Resources Reserve,1,0,-100
Wingecarribee Shire Council,All,Cape Hillsborough National Park,6,8,33.33333333
Wingecarribee Shire Council,All,Cape Melville National Park (CYPAL),32,23,-28.125
Wingecarribee Shire Council,All,Cape Palmerston National Park,10,0,-100
Wingecarribee Shire Council,All,Carnarvon Great Walk,10,1,-90
Wingecarribee Shire Council,All,Carnarvon National Park,10,16,60
Wingecarribee Shire Council,All,Cathu State Forest,2,0,-100
Wingecarribee Shire Council,All,Conondale National Park,16,6,-62.5
Wingecarribee Shire Council,All,Cooloola Great Walk,0,8,100
Wingecarribee Shire Council,All,Cooloola Recreation Area,99,80,-19.19191919
Wingecarribee Shire Council,All,Crediton State Forest,0,1,100
Wingecarribee Shire Council,All,Crows Nest National Park,12,2,-83.33333333
Wingecarribee Shire Council,All,Currawinya National Park,4,12,200
Wingecarribee Shire Council,All,Daintree National Park,4,0,-100
Wingecarribee Shire Council,All,Daintree National Park (CYPAL),0,20,100
Wingecarribee Shire Council,All,Danbulla National Park,26,14,-46.15384615
Wingecarribee Shire Council,All,Deepwater National Park,64,10,-84.375
Wingecarribee Shire Council,All,Diamantina National Park,0,2,100
Wingecarribee Shire Council,All,Dinden National Park,0,1,100
Wingecarribee Shire Council,All,Eungella National Park,10,12,20
Wingecarribee Shire Council,All,Eurimbula National Park,7,0,-100
Wingecarribee Shire Council,All,Expedition National Park,2,2,0
Wingecarribee Shire Council,All,Forest Den National Park,2,0,-100
Wingecarribee Shire Council,All,Girramay National Park,9,9,0
Wingecarribee Shire Council,All,Girraween National Park,16,6,-62.5
Wingecarribee Shire Council,All,Girringun National Park,4,13,225
Wingecarribee Shire Council,All,Gold Coast Hinterland Great Walk,1,0,-100
Wingecarribee Shire Council,All,Heathlands Resources Reserve,2,0,-100
Wingecarribee Shire Council,All,Idalia National Park,0,2,100
Wingecarribee Shire Council,All,Imbil State Forest,6,4,-33.33333333
Wingecarribee Shire Council,All,Inskip Peninsula Recreation Area,114,139,21.92982456
Wingecarribee Shire Council,All,Isla Gorge National Park,1,0,-100
Wingecarribee Shire Council,All,Jardine River National Park,35,36,2.857142857
Wingecarribee Shire Council,All,Jimna State Forest,2,4,100
Wingecarribee Shire Council,All,K'gari (Fraser Island) Great Walk,4,8,100
Wingecarribee Shire Council,All,K'gari (Fraser Island) Recreation Area,"1,630",892,-45.27607362
Wingecarribee Shire Council,All,Keppel Bay Islands National Park,20,0,-100
Wingecarribee Shire Council,All,Kutini-Payamu (Iron Range) National Park (CYPAL),15,38,153.3333333
Wingecarribee Shire Council,All,Lamington National Park,0,2,100
Wingecarribee Shire Council,All,Lochern National Park,4,0,-100
Wingecarribee Shire Council,All,Main Range National Park,4,0,-100
Wingecarribee Shire Council,All,Misty Mountains Wilderness Tracks,0,1,100
Wingecarribee Shire Council,All,Molle Islands National Park,4,0,-100
Wingecarribee Shire Council,All,Moorrinya National Park,2,0,-100
Wingecarribee Shire Council,All,Munga-Thirri National Park,0,20,100
Wingecarribee Shire Council,All,Nuga Nuga National Park,2,2,0
Wingecarribee Shire Council,All,Paluma Range National Park,17,27,58.82352941
Wingecarribee Shire Council,All,Porcupine Gorge National Park,34,27,-20.58823529
Wingecarribee Shire Council,All,Rinyirru (Lakefield) National Park (CYPAL),24,21,-12.5
Wingecarribee Shire Council,All,Russell River National Park,8,0,-100
Wingecarribee Shire Council,All,Speewah Conservation Park,4,0,-100
Wingecarribee Shire Council,All,Springbrook National Park,6,16,166.6666667
Wingecarribee Shire Council,All,Tuan State Forest,11,0,-100
Wingecarribee Shire Council,All,Tully Gorge National Park,8,0,-100
Wingecarribee Shire Council,All,Welford National Park,2,0,-100
Wingecarribee Shire Council,All,White Mountains National Park,0,2,100
Wingecarribee Shire Council,All,Whitsunday Islands National Park,39,23,-41.02564103
Wingecarribee Shire Council,All,Wongi State Forest,0,8,100
Wingecarribee Shire Council,All,Wooroonooran National Park,2,12,500
Winton Shire,All,Amamoor State Forest and Forest Reserve,0,5,100
Winton Shire,All,Burrum Coast National Park,0,25,100
Winton Shire,All,Cooloola Recreation Area,4,0,-100
Winton Shire,All,Crediton State Forest,0,6,100
Winton Shire,All,Daintree National Park,3,0,-100
